frame_id,tiempo_ms,persona_id,lado,x_hombro,y_hombro,conf_hombro,x_cadera,y_cadera,conf_cadera
53,121.61,2,Der,697.87,448.08,0.99,703.72,561.00,0.99
53,121.61,3,Izq,968.42,494.81,0.99,963.49,589.93,0.99
54,111.88,0,Der,811.10,475.55,1.00,829.64,576.31,1.00
54,111.88,1,Der,697.73,442.58,0.99,706.46,559.74,1.00
54,111.88,2,Der,1029.26,496.12,0.99,1038.04,585.85,0.99
54,111.88,3,Izq,967.18,494.52,0.99,963.23,589.58,0.99
55,108.91,0,Der,808.47,472.16,0.99,823.79,575.73,1.00
55,108.91,1,Der,695.02,442.41,0.99,704.63,559.93,0.99
55,108.91,2,Der,1029.28,493.12,0.99,1037.03,584.76,0.99
55,108.91,3,Izq,966.73,494.14,0.99,962.76,588.65,0.99
56,111.68,0,Der,810.80,472.92,1.00,829.58,574.57,1.00
56,111.68,1,Der,1029.17,492.71,0.99,1036.76,584.97,0.99
56,111.68,2,Der,695.78,443.38,0.99,705.03,558.11,0.99
56,111.68,3,Der,909.95,497.32,0.99,924.76,590.36,0.99
57,116.95,0,Der,808.45,470.00,0.99,822.87,574.46,1.00
57,116.95,1,Der,1030.71,491.35,0.99,1037.42,582.90,0.99
57,116.95,2,Der,692.19,441.54,0.99,702.35,558.02,0.99
57,116.95,3,Der,908.78,496.11,0.99,925.50,592.53,0.99
58,118.41,0,Der,808.26,468.82,0.99,822.22,573.02,1.00
58,118.41,1,Der,688.76,443.40,0.99,697.85,559.03,0.99
58,118.41,2,Der,1030.85,489.31,0.99,1037.13,580.71,0.99
58,118.41,3,Der,908.31,494.31,0.99,924.76,592.17,0.99
59,106.56,0,Der,809.99,468.24,0.99,823.34,572.53,1.00
59,106.56,1,Der,688.95,442.63,0.99,700.52,556.38,0.99
59,106.56,2,Der,1030.78,487.28,0.99,1036.72,579.46,0.99
59,106.56,3,Der,908.96,494.51,0.99,924.31,590.46,0.99
60,108.71,0,Der,685.13,443.91,0.99,699.68,557.71,0.99
60,108.71,1,Der,812.06,465.40,0.99,826.34,569.52,0.99
60,108.71,2,Der,1030.81,487.80,0.99,1036.66,580.65,0.99
60,108.71,3,Izq,966.52,492.12,0.99,961.66,590.50,0.99
61,106.41,0,Der,678.66,441.58,0.99,696.66,558.57,1.00
61,106.41,1,Der,811.35,466.40,0.99,824.90,572.06,0.99
61,106.41,2,Der,1029.84,488.41,0.99,1035.44,580.88,0.99
61,106.41,3,Der,909.11,493.99,0.99,924.58,591.88,0.99
62,129.32,0,Der,676.59,438.51,0.99,694.19,554.95,1.00
62,129.32,1,Der,810.76,466.59,0.99,823.89,571.57,0.99
62,129.32,2,Der,1029.21,488.19,0.99,1035.68,580.71,0.99
62,129.32,3,Der,910.17,495.00,0.99,925.44,591.19,0.99
63,120.43,0,Der,676.93,436.58,0.99,691.13,550.89,1.00
63,120.43,1,Der,812.27,465.86,0.99,824.52,570.62,0.99
63,120.43,2,Der,1028.84,491.05,0.99,1035.07,583.65,0.99
63,120.43,3,Izq,969.79,493.79,0.99,963.94,593.01,0.99
64,119.76,0,Der,816.73,465.42,1.00,830.66,569.01,1.00
64,119.76,1,Der,671.04,434.06,1.00,689.15,552.81,1.00
64,119.76,2,Der,1027.67,489.66,0.99,1034.80,582.22,0.99
64,119.76,3,Der,913.12,497.55,0.99,931.53,593.02,0.99
65,126.59,0,Der,816.55,466.01,1.00,830.22,569.17,1.00
65,126.59,1,Der,664.70,436.58,1.00,684.87,554.95,1.00
65,126.59,2,Der,1026.33,491.30,0.99,1034.25,584.46,0.99
65,126.59,3,Der,909.76,495.27,0.99,926.30,590.65,0.99
66,146.55,0,Der,817.42,463.70,1.00,830.69,568.19,1.00
66,146.55,1,Der,661.19,436.10,1.00,682.31,553.92,1.00
66,146.55,2,Der,1025.94,491.85,0.99,1034.42,583.38,0.99
66,146.55,3,Der,913.86,496.17,0.99,927.78,591.73,0.99
67,120.99,0,Der,818.80,464.26,1.00,830.61,567.00,1.00
67,120.99,1,Der,658.35,436.07,0.99,680.68,553.78,1.00
67,120.99,2,Der,1024.68,493.93,0.99,1034.15,584.26,0.99
67,120.99,3,Der,916.68,496.17,0.99,929.99,591.68,0.99
68,120.17,0,Der,819.22,462.72,1.00,830.98,566.05,1.00
68,120.17,1,Der,1020.26,492.85,1.00,1031.56,586.13,1.00
68,120.17,2,Der,656.58,436.87,0.99,680.43,554.85,1.00
68,120.17,3,Der,923.47,493.86,0.99,937.16,588.21,0.99
69,115.56,0,Der,819.20,462.91,1.00,830.57,567.17,1.00
69,115.56,1,Der,655.56,433.86,0.99,680.33,552.48,0.99
69,115.56,2,Der,1019.77,491.28,0.99,1031.06,583.97,0.99
69,115.56,3,Der,924.97,495.92,0.99,937.22,592.52,0.99
70,136.18,0,Der,818.74,462.24,1.00,830.83,566.50,1.00
70,136.18,1,Der,655.39,434.52,0.99,681.86,553.10,0.99
70,136.18,2,Der,1017.48,491.68,0.99,1030.04,585.21,0.99
70,136.18,3,Der,927.22,492.69,0.99,938.85,588.50,0.99
71,134.10,0,Der,817.27,461.90,1.00,830.75,566.84,1.00
71,134.10,1,Der,652.86,435.06,0.99,680.95,552.88,1.00
71,134.10,2,Izq,1078.34,490.75,0.99,1067.26,584.20,0.99
71,134.10,3,Der,929.00,490.94,0.99,938.77,587.04,0.99
72,120.42,0,Der,814.95,461.77,1.00,828.98,566.25,1.00
72,120.42,1,Der,650.58,432.91,1.00,679.52,551.73,1.00
72,120.42,2,Izq,1079.25,489.00,0.99,1069.57,582.98,0.99
72,120.42,3,Der,930.47,490.36,0.99,941.07,586.96,0.99
73,116.49,0,Der,813.64,460.98,1.00,827.93,566.05,1.00
73,116.49,1,Izq,1078.45,488.14,0.99,1069.62,581.79,0.99
73,116.49,2,Der,648.88,430.42,1.00,677.83,549.33,1.00
73,116.49,3,Der,931.97,492.12,0.99,941.29,588.84,0.99
74,115.82,0,Der,811.56,460.58,1.00,827.01,565.78,1.00
74,115.82,1,Der,646.44,430.51,0.99,672.50,548.58,1.00
74,115.82,2,Izq,1078.86,489.10,0.99,1070.07,583.99,0.99
74,115.82,3,Der,931.83,493.00,0.99,940.49,589.77,0.99
75,105.44,0,Der,806.91,460.34,0.99,823.18,566.73,1.00
75,105.44,1,Izq,1078.28,487.37,0.99,1070.57,582.32,0.99
75,105.44,2,Der,644.91,430.83,0.99,671.70,550.48,1.00
75,105.44,3,Der,931.13,491.43,0.99,940.08,588.11,0.99
76,107.68,0,Der,803.98,459.31,0.99,820.74,566.09,1.00
76,107.68,1,Der,643.66,428.28,0.99,669.83,548.03,1.00
76,107.68,2,Izq,1077.51,487.72,0.99,1070.56,579.90,0.99
76,107.68,3,Der,931.59,488.69,0.99,940.46,583.60,0.99
77,104.67,0,Der,799.03,459.17,0.99,817.28,565.87,1.00
77,104.67,1,Izq,1076.98,487.51,0.99,1068.83,580.99,0.99
77,104.67,2,Der,644.08,427.72,0.99,667.84,547.01,0.99
77,104.67,3,Der,929.67,483.41,0.99,939.50,580.83,0.99
78,106.65,0,Der,796.59,458.04,0.99,815.58,564.15,1.00
78,106.65,1,Der,643.51,427.55,0.99,668.81,547.84,0.99
78,106.65,2,Izq,1077.84,487.26,0.99,1069.96,582.33,0.99
78,106.65,3,Der,928.07,482.36,0.99,938.88,583.12,0.99
79,109.54,0,Der,790.52,457.07,1.00,814.66,562.80,1.00
79,109.54,1,Der,643.24,426.31,0.99,666.90,547.34,0.99
79,109.54,2,Izq,1078.87,487.74,0.99,1069.84,583.00,0.99
79,109.54,3,Der,928.20,484.57,0.99,938.36,586.37,0.99
80,113.27,0,Der,790.22,455.62,1.00,814.66,563.97,1.00
80,113.27,1,Der,643.60,426.17,0.99,668.50,550.18,1.00
80,113.27,2,Izq,1079.41,487.49,0.99,1069.87,582.30,0.99
80,113.27,3,Der,928.18,482.58,0.99,938.16,585.75,0.99
81,110.98,0,Der,787.85,454.40,1.00,813.17,561.21,1.00
81,110.98,1,Der,643.94,424.27,0.99,665.72,547.48,0.99
81,110.98,2,Der,927.09,484.11,0.99,937.86,588.59,0.99
81,110.98,3,Izq,1080.69,487.71,0.99,1071.53,583.13,0.99
82,132.66,0,Der,788.04,453.03,1.00,813.29,561.19,1.00
82,132.66,1,Der,645.17,423.28,0.99,666.45,547.31,0.99
82,132.66,2,Izq,1083.24,487.62,0.99,1072.49,584.48,0.99
82,132.66,3,Der,926.41,482.09,0.99,938.53,584.81,0.99
83,119.00,0,Der,787.79,452.26,1.00,814.11,561.52,1.00
83,119.00,1,Der,649.18,422.93,0.99,669.17,550.01,0.99
83,119.00,2,Izq,1084.95,484.38,0.99,1074.53,581.08,0.99
83,119.00,3,Der,924.43,482.70,0.99,936.91,584.99,0.99
84,150.49,0,Der,785.86,452.36,0.99,813.66,559.43,0.99
84,150.49,1,Der,650.96,422.74,0.99,668.70,550.91,0.99
84,150.49,2,Der,1025.82,483.78,0.99,1038.06,581.39,0.99
84,150.49,3,Izq,982.26,479.98,0.99,973.07,581.15,0.99
85,119.33,0,Der,785.59,450.98,1.00,812.10,560.20,1.00
85,119.33,1,Der,653.94,421.54,0.99,668.62,550.97,0.99
85,119.33,2,Izq,1091.49,482.90,0.99,1080.12,580.17,0.99
85,119.33,3,Izq,981.06,481.20,0.99,972.60,585.32,0.99
86,157.34,0,Der,786.96,451.31,1.00,813.67,559.61,1.00
86,157.34,1,Der,656.71,420.59,0.99,669.37,550.24,0.99
86,157.34,2,Der,1029.31,479.61,0.99,1042.13,579.79,0.99
86,157.34,3,Izq,980.00,480.37,0.99,971.34,585.00,0.99
87,141.20,0,Der,788.57,450.94,1.00,815.59,558.75,1.00
87,141.20,1,Der,658.73,417.05,0.99,671.04,549.74,0.99
87,141.20,2,Der,1031.67,477.53,0.99,1043.83,580.37,0.99
87,141.20,3,Izq,979.19,476.64,0.99,972.47,582.36,0.99
88,106.89,0,Der,657.08,412.78,0.99,669.46,544.81,0.99
88,106.89,1,Der,789.23,450.54,1.00,816.67,558.92,1.00
88,106.89,2,Der,1033.58,475.67,0.99,1046.42,578.82,0.99
88,106.89,3,Der,921.29,479.42,0.99,935.51,584.47,0.99
89,108.50,0,Der,657.55,409.01,0.99,669.69,540.75,0.99
89,108.50,1,Der,1034.48,473.66,1.00,1048.74,574.93,1.00
89,108.50,2,Der,790.85,448.93,1.00,816.93,557.72,1.00
89,108.50,3,Der,920.01,475.17,0.99,935.91,580.51,0.99
90,107.04,0,Der,1035.52,473.16,1.00,1049.33,573.73,1.00
90,107.04,1,Der,664.03,408.59,0.99,674.47,543.67,0.99
90,107.04,2,Der,793.22,449.44,0.99,817.29,557.62,1.00
90,107.04,3,Der,919.34,476.27,0.99,937.05,578.18,0.99
91,106.96,0,Der,1036.81,472.24,0.99,1048.74,575.81,1.00
91,106.96,1,Der,664.79,408.97,0.99,675.85,545.16,0.99
91,106.96,2,Der,796.57,448.01,0.99,815.15,558.49,0.99
91,106.96,3,Der,917.95,475.13,0.99,935.68,581.90,0.99
92,110.00,0,Der,662.24,406.74,0.99,672.61,541.68,0.99
92,110.00,1,Der,1036.79,471.71,1.00,1050.79,577.16,1.00
92,110.00,2,Der,797.88,447.38,0.99,816.32,559.64,0.99
92,110.00,3,Der,917.81,474.21,0.99,937.03,581.21,0.99
93,137.45,0,Der,662.74,405.13,0.99,673.59,542.00,0.99
93,137.45,1,Der,1037.95,471.55,0.99,1050.51,578.19,1.00
93,137.45,2,Der,799.87,446.13,0.99,817.26,558.99,0.99
93,137.45,3,Der,920.99,473.30,0.98,937.90,581.29,0.99
94,121.52,0,Der,664.58,404.53,0.99,673.73,540.36,0.99
94,121.52,1,Der,1039.64,472.28,1.00,1055.78,581.17,1.00
94,121.52,2,Der,801.74,444.74,0.99,819.20,559.74,0.99
94,121.52,3,Der,923.47,471.45,0.98,940.88,577.26,0.99
95,133.25,0,Der,669.14,404.07,0.99,678.47,540.97,0.99
95,133.25,1,Der,1039.72,475.43,1.00,1055.87,583.26,1.00
95,133.25,2,Der,805.71,442.55,0.99,820.41,559.97,1.00
95,133.25,3,Der,925.24,472.54,0.98,942.57,582.67,0.99
96,104.72,0,Der,1039.97,477.77,1.00,1057.14,587.86,1.00
